user_id,signup_date,cohort_month,variant,visited_site,added_to_cart,started_checkout,completed_purchase,revenue,month_1_active,month_2_active,month_3_active
U101279,2026-05-08,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101280,2026-05-22,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101281,2026-05-31,2026-05,control,1,0,0,0,0.0,1,1,1
U101282,2026-05-15,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101283,2026-01-18,2026-01,control,1,0,0,0,0.0,1,1,1
U101284,2026-04-13,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101285,2026-05-10,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101286,2026-02-23,2026-02,treatment,1,1,0,0,0.0,0,0,0
U101287,2026-04-17,2026-04,control,1,1,0,0,0.0,0,0,0
U101288,2026-02-02,2026-02,control,1,0,0,0,0.0,0,0,0
U101289,2026-02-20,2026-02,control,1,0,0,0,0.0,1,1,1
U101290,2026-04-24,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101291,2026-03-07,2026-03,control,1,0,0,0,0.0,0,0,0
U101292,2026-05-16,2026-05,treatment,1,1,1,1,60.44,0,0,0
U101293,2026-05-30,2026-05,control,1,1,0,0,0.0,0,0,0
U101294,2026-06-11,2026-06,control,1,0,0,0,0.0,0,0,0
U101295,2026-03-22,2026-03,control,1,0,0,0,0.0,0,0,0
U101296,2026-03-15,2026-03,treatment,1,1,0,0,0.0,0,0,0
U101297,2026-02-28,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101298,2026-05-24,2026-05,control,1,0,0,0,0.0,0,0,0
U101299,2026-06-01,2026-06,control,1,1,1,0,0.0,1,1,1
U101300,2026-02-01,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101301,2026-06-24,2026-06,control,1,0,0,0,0.0,0,0,0
U101302,2026-02-11,2026-02,treatment,1,1,1,1,28.77,1,1,1
U101303,2026-05-13,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101304,2026-06-01,2026-06,treatment,1,1,1,0,0.0,0,0,0
U101305,2026-06-17,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101306,2026-06-02,2026-06,treatment,1,1,1,1,53.59,1,1,1
U101307,2026-06-11,2026-06,treatment,1,1,1,0,0.0,0,0,0
U101308,2026-04-15,2026-04,treatment,1,0,0,0,0.0,1,1,1
U101309,2026-06-12,2026-06,treatment,1,1,0,0,0.0,1,1,1
U101310,2026-02-20,2026-02,control,1,1,0,0,0.0,0,0,0
U101311,2026-06-20,2026-06,control,1,0,0,0,0.0,0,0,0
U101312,2026-05-14,2026-05,control,1,1,1,0,0.0,0,0,0
U101313,2026-06-12,2026-06,treatment,1,1,0,0,0.0,1,1,1
U101314,2026-05-02,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101315,2026-05-25,2026-05,control,1,0,0,0,0.0,0,0,0
U101316,2026-05-11,2026-05,control,1,0,0,0,0.0,1,1,1
U101317,2026-06-03,2026-06,control,1,0,0,0,0.0,1,1,1
U101318,2026-02-21,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101319,2026-02-14,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101320,2026-03-31,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101321,2026-03-13,2026-03,control,1,0,0,0,0.0,0,0,0
U101322,2026-06-18,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101323,2026-03-26,2026-03,control,1,0,0,0,0.0,0,0,0
U101324,2026-06-27,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101325,2026-04-15,2026-04,control,1,1,0,0,0.0,0,0,0
U101326,2026-03-18,2026-03,control,1,0,0,0,0.0,0,0,0
U101327,2026-06-09,2026-06,control,1,0,0,0,0.0,0,0,0
U101328,2026-05-27,2026-05,control,1,0,0,0,0.0,0,0,0
U101329,2026-05-08,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101330,2026-05-15,2026-05,control,1,0,0,0,0.0,1,1,1
U101331,2026-06-02,2026-06,control,1,1,1,1,52.41,0,0,0
U101332,2026-03-28,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101333,2026-06-29,2026-06,treatment,1,1,1,1,81.75,1,1,1
U101334,2026-06-27,2026-06,control,1,0,0,0,0.0,0,0,0
U101335,2026-05-26,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101336,2026-03-22,2026-03,treatment,1,1,1,1,56.98,0,0,0
U101337,2026-05-29,2026-05,control,1,1,1,0,0.0,0,0,0
U101338,2026-02-18,2026-02,control,1,1,0,0,0.0,0,0,0
U101339,2026-02-01,2026-02,control,1,1,1,1,34.16,0,0,0
U101340,2026-04-02,2026-04,treatment,1,0,0,0,0.0,1,1,1
U101341,2026-05-03,2026-05,control,1,1,0,0,0.0,0,0,0
U101342,2026-06-17,2026-06,control,1,0,0,0,0.0,0,0,0
U101343,2026-06-03,2026-06,treatment,1,1,0,0,0.0,1,1,1
U101344,2026-06-05,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101345,2026-04-28,2026-04,control,1,0,0,0,0.0,0,0,0
U101346,2026-04-16,2026-04,treatment,1,1,0,0,0.0,0,0,0
U101347,2026-04-20,2026-04,control,1,0,0,0,0.0,0,0,0
U101348,2026-06-28,2026-06,control,1,0,0,0,0.0,0,0,0
U101349,2026-02-06,2026-02,treatment,1,0,0,0,0.0,1,1,1
U101350,2026-06-17,2026-06,treatment,1,1,1,1,59.99,0,0,0
U101351,2026-05-17,2026-05,control,1,1,1,1,75.92,0,0,0
U101352,2026-04-30,2026-04,treatment,1,1,0,0,0.0,1,1,1
U101353,2026-06-03,2026-06,treatment,1,1,0,0,0.0,0,0,0
U101354,2026-05-06,2026-05,control,1,0,0,0,0.0,1,1,1
U101355,2026-06-18,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101356,2026-06-20,2026-06,control,1,0,0,0,0.0,0,0,0
U101357,2026-04-27,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101358,2026-04-05,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101359,2026-05-19,2026-05,control,1,0,0,0,0.0,0,0,0
U101360,2026-06-21,2026-06,control,1,0,0,0,0.0,1,1,1
U101361,2026-03-24,2026-03,control,1,1,1,1,19.44,0,0,0
U101362,2026-05-23,2026-05,control,1,0,0,0,0.0,0,0,0
U101363,2026-05-24,2026-05,control,1,1,1,0,0.0,0,0,0
U101364,2026-06-04,2026-06,control,1,1,0,0,0.0,1,1,1
U101365,2026-03-07,2026-03,treatment,1,1,1,0,0.0,0,0,0
U101366,2026-06-02,2026-06,control,1,1,0,0,0.0,1,1,1
U101367,2026-06-21,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101368,2026-03-18,2026-03,treatment,1,1,1,1,65.86,1,1,1
U101369,2026-03-29,2026-03,control,1,1,0,0,0.0,0,0,0
U101370,2026-06-27,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101371,2026-03-18,2026-03,control,1,1,1,0,0.0,0,0,0
U101372,2026-06-16,2026-06,control,1,0,0,0,0.0,0,0,0
U101373,2026-05-07,2026-05,treatment,1,1,0,0,0.0,0,0,0
U101374,2026-03-31,2026-03,control,1,0,0,0,0.0,1,1,1
U101375,2026-06-17,2026-06,treatment,1,1,0,0,0.0,1,1,1
U101376,2026-05-01,2026-05,treatment,1,1,1,0,0.0,1,1,1
U101377,2026-05-10,2026-05,treatment,1,1,1,0,0.0,0,0,0
U101378,2026-04-18,2026-04,treatment,1,1,1,1,47.46,0,0,0
U101379,2026-05-19,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101380,2026-03-14,2026-03,control,1,0,0,0,0.0,0,0,0
U101381,2026-04-23,2026-04,control,1,1,1,0,0.0,1,1,1
U101382,2026-06-27,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101383,2026-04-02,2026-04,control,1,0,0,0,0.0,0,0,0
U101384,2026-05-26,2026-05,control,1,0,0,0,0.0,0,0,0
U101385,2026-04-13,2026-04,control,1,0,0,0,0.0,0,0,0
U101386,2026-06-08,2026-06,treatment,1,1,1,1,44.98,1,1,1
U101387,2026-03-07,2026-03,control,1,0,0,0,0.0,0,0,0
U101388,2026-06-27,2026-06,treatment,1,1,1,0,0.0,0,0,0
U101389,2026-05-02,2026-05,control,1,1,1,0,0.0,0,0,0
U101390,2026-03-29,2026-03,control,1,0,0,0,0.0,0,0,0
U101391,2026-02-18,2026-02,control,1,0,0,0,0.0,0,0,0
U101392,2026-03-16,2026-03,control,1,0,0,0,0.0,0,0,0
U101393,2026-05-10,2026-05,treatment,1,1,1,0,0.0,0,0,0
U101394,2026-04-15,2026-04,control,1,0,0,0,0.0,1,1,1
U101395,2026-06-13,2026-06,control,1,0,0,0,0.0,0,0,0
U101396,2026-04-29,2026-04,treatment,1,1,1,1,61.01,1,1,1
U101397,2026-03-31,2026-03,control,1,0,0,0,0.0,0,0,0
U101398,2026-05-22,2026-05,control,1,1,1,0,0.0,1,1,1
U101399,2026-06-01,2026-06,control,1,1,0,0,0.0,0,0,0
U101400,2026-03-15,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101401,2026-03-15,2026-03,treatment,1,1,1,1,105.11,1,1,1
U101402,2026-02-04,2026-02,control,1,0,0,0,0.0,1,1,1
U101403,2026-06-04,2026-06,control,1,1,0,0,0.0,0,0,0
U101404,2026-05-27,2026-05,control,1,1,1,0,0.0,0,0,0
U101405,2026-05-05,2026-05,control,1,0,0,0,0.0,0,0,0
U101406,2026-06-15,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101407,2026-06-11,2026-06,treatment,1,1,0,0,0.0,0,0,0
U101408,2026-05-18,2026-05,control,1,0,0,0,0.0,0,0,0
U101409,2026-06-17,2026-06,treatment,1,1,1,1,47.09,0,0,0
U101410,2026-03-23,2026-03,control,1,0,0,0,0.0,1,1,1
U101411,2026-03-02,2026-03,control,1,0,0,0,0.0,1,1,1
U101412,2026-04-04,2026-04,control,1,1,0,0,0.0,0,0,0
U101413,2026-02-13,2026-02,control,1,0,0,0,0.0,0,0,0
U101414,2026-05-12,2026-05,treatment,1,1,1,1,28.51,0,0,0
U101415,2026-06-24,2026-06,control,1,0,0,0,0.0,0,0,0
U101416,2026-02-05,2026-02,control,1,0,0,0,0.0,0,0,0
U101417,2026-03-04,2026-03,treatment,1,1,0,0,0.0,0,0,0
U101418,2026-05-02,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101419,2026-06-23,2026-06,treatment,1,1,1,1,70.21,1,1,1
U101420,2026-04-12,2026-04,treatment,1,1,1,1,42.48,1,1,1
U101421,2026-05-09,2026-05,control,1,1,0,0,0.0,0,0,0
U101422,2026-02-06,2026-02,treatment,1,1,1,1,84.99,0,0,0
U101423,2026-03-11,2026-03,treatment,1,0,0,0,0.0,1,1,1
U101424,2026-06-28,2026-06,treatment,1,1,1,0,0.0,1,1,1
U101425,2026-06-26,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101426,2026-01-13,2026-01,control,1,0,0,0,0.0,0,0,0
U101427,2026-06-25,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101428,2026-05-24,2026-05,control,1,0,0,0,0.0,0,0,0
U101429,2026-06-17,2026-06,control,1,1,0,0,0.0,1,1,1
U101430,2026-05-02,2026-05,control,1,0,0,0,0.0,1,1,1
U101431,2026-05-10,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101432,2026-05-06,2026-05,control,1,0,0,0,0.0,1,1,1
U101433,2026-05-27,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101434,2026-03-09,2026-03,control,1,1,1,0,0.0,0,0,0
U101435,2026-02-01,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101436,2026-04-10,2026-04,control,1,0,0,0,0.0,1,1,1
U101437,2026-06-01,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101438,2026-03-22,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101439,2026-05-28,2026-05,control,1,0,0,0,0.0,0,0,0
U101440,2026-06-27,2026-06,control,1,0,0,0,0.0,1,1,1
U101441,2026-02-25,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101442,2026-05-28,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101443,2026-04-30,2026-04,treatment,1,0,0,0,0.0,1,1,1
U101444,2026-06-17,2026-06,control,1,1,1,1,93.73,0,0,0
U101445,2026-03-17,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101446,2026-05-30,2026-05,control,1,1,0,0,0.0,0,0,0
U101447,2026-06-14,2026-06,treatment,1,1,1,0,0.0,1,1,1
U101448,2026-06-24,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101449,2026-05-29,2026-05,control,1,1,1,0,0.0,1,1,1
U101450,2026-05-07,2026-05,treatment,1,1,0,0,0.0,0,0,0
U101451,2026-05-22,2026-05,treatment,1,1,0,0,0.0,1,1,1
U101452,2026-06-17,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101453,2026-05-16,2026-05,control,1,0,0,0,0.0,1,1,1
U101454,2026-02-01,2026-02,control,1,0,0,0,0.0,0,0,0
U101455,2026-06-23,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101456,2026-05-30,2026-05,control,1,1,1,1,50.24,0,0,0
U101457,2026-05-29,2026-05,control,1,1,1,1,34.6,0,0,0
U101458,2026-03-25,2026-03,treatment,1,0,0,0,0.0,1,1,1
U101459,2026-05-27,2026-05,control,1,1,0,0,0.0,0,0,0
U101460,2026-04-23,2026-04,treatment,1,1,1,0,0.0,1,1,1
U101461,2026-05-26,2026-05,control,1,0,0,0,0.0,1,1,1
U101462,2026-02-28,2026-02,control,1,0,0,0,0.0,1,1,1
U101463,2026-05-26,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101464,2026-06-29,2026-06,treatment,1,1,1,1,23.9,0,0,0
U101465,2026-02-09,2026-02,treatment,1,1,1,1,35.37,0,0,0
U101466,2026-06-27,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101467,2026-04-25,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101468,2026-06-17,2026-06,control,1,1,0,0,0.0,0,0,0
U101469,2026-06-09,2026-06,control,1,1,1,0,0.0,0,0,0
U101470,2026-05-16,2026-05,control,1,0,0,0,0.0,0,0,0
U101471,2026-06-04,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101472,2026-06-18,2026-06,control,1,1,0,0,0.0,1,1,1
U101473,2026-04-25,2026-04,control,1,0,0,0,0.0,0,0,0
U101474,2026-04-13,2026-04,control,1,0,0,0,0.0,1,1,1
U101475,2026-05-28,2026-05,control,1,1,0,0,0.0,0,0,0
U101476,2026-06-11,2026-06,control,1,0,0,0,0.0,0,0,0
U101477,2026-06-07,2026-06,treatment,1,1,1,1,45.69,0,0,0
U101478,2026-06-10,2026-06,control,1,0,0,0,0.0,1,1,1
U101479,2026-04-29,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101480,2026-06-12,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101481,2026-03-04,2026-03,control,1,0,0,0,0.0,1,1,1
U101482,2026-05-13,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101483,2026-01-14,2026-01,control,1,1,0,0,0.0,0,0,0
U101484,2026-04-13,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101485,2026-04-19,2026-04,treatment,1,1,1,1,119.96,0,0,0
U101486,2026-04-24,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101487,2026-05-31,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101488,2026-04-23,2026-04,control,1,0,0,0,0.0,0,0,0
U101489,2026-05-01,2026-05,control,1,1,0,0,0.0,1,1,1
U101490,2026-03-29,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101491,2026-04-20,2026-04,control,1,0,0,0,0.0,1,1,1
U101492,2026-03-27,2026-03,control,1,1,0,0,0.0,1,1,1
U101493,2026-02-18,2026-02,control,1,0,0,0,0.0,0,0,0
U101494,2026-05-20,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101495,2026-05-28,2026-05,control,1,0,0,0,0.0,1,1,1
U101496,2026-05-22,2026-05,treatment,1,1,1,0,0.0,0,0,0
U101497,2026-05-03,2026-05,control,1,0,0,0,0.0,0,0,0
U101498,2026-04-21,2026-04,control,1,1,1,0,0.0,1,1,1
U101499,2026-06-17,2026-06,treatment,1,1,0,0,0.0,0,0,0
U101500,2026-05-10,2026-05,control,1,1,1,0,0.0,1,1,1
U101501,2026-05-05,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101502,2026-01-29,2026-01,control,1,1,1,0,0.0,0,0,0
U101503,2026-04-16,2026-04,control,1,0,0,0,0.0,0,0,0
U101504,2026-04-21,2026-04,control,1,0,0,0,0.0,1,1,1
U101505,2026-04-24,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101506,2026-05-18,2026-05,treatment,1,1,0,0,0.0,1,1,1
U101507,2026-05-12,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101508,2026-05-21,2026-05,control,1,0,0,0,0.0,1,1,1
U101509,2026-06-07,2026-06,treatment,1,1,1,0,0.0,0,0,0
U101510,2026-06-12,2026-06,control,1,0,0,0,0.0,0,0,0
U101511,2026-06-02,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101512,2026-06-25,2026-06,treatment,1,1,0,0,0.0,1,1,1
U101513,2026-01-25,2026-01,treatment,1,1,0,0,0.0,1,1,1
U101514,2026-03-21,2026-03,control,1,0,0,0,0.0,1,1,1
U101515,2026-01-16,2026-01,treatment,1,0,0,0,0.0,0,0,0
U101516,2026-05-25,2026-05,control,1,1,1,1,73.44,1,1,1
U101517,2026-06-20,2026-06,treatment,1,1,1,0,0.0,0,0,0
U101518,2026-03-30,2026-03,control,1,0,0,0,0.0,0,0,0
U101519,2026-06-23,2026-06,control,1,1,0,0,0.0,0,0,0
U101520,2026-02-14,2026-02,control,1,0,0,0,0.0,0,0,0
U101521,2026-06-23,2026-06,control,1,0,0,0,0.0,1,1,1
U101522,2026-04-17,2026-04,control,1,0,0,0,0.0,0,0,0
U101523,2026-02-27,2026-02,treatment,1,0,0,0,0.0,1,1,1
U101524,2026-05-06,2026-05,treatment,1,1,1,1,83.58,1,1,1
U101525,2026-04-02,2026-04,treatment,1,0,0,0,0.0,1,1,1
U101526,2026-04-07,2026-04,treatment,1,0,0,0,0.0,1,1,1
U101527,2026-04-10,2026-04,control,1,1,1,0,0.0,0,0,0
U101528,2026-06-11,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101529,2026-05-13,2026-05,control,1,1,1,1,150.76,1,1,1
U101530,2026-04-11,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101531,2026-05-21,2026-05,control,1,1,1,1,111.66,0,0,0
U101532,2026-06-02,2026-06,control,1,0,0,0,0.0,0,0,0
U101533,2026-04-04,2026-04,control,1,0,0,0,0.0,0,0,0
U101534,2026-04-26,2026-04,control,1,0,0,0,0.0,0,0,0
U101535,2026-03-04,2026-03,control,1,1,1,1,90.58,0,0,0
U101536,2026-03-18,2026-03,control,1,1,0,0,0.0,0,0,0
U101537,2026-05-29,2026-05,treatment,1,1,0,0,0.0,1,1,1
U101538,2026-03-18,2026-03,treatment,1,0,0,0,0.0,1,1,1
U101539,2026-05-11,2026-05,control,1,0,0,0,0.0,1,1,1
U101540,2026-06-01,2026-06,control,1,1,0,0,0.0,0,0,0
U101541,2026-02-28,2026-02,treatment,1,1,1,1,65.4,0,0,0
U101542,2026-05-16,2026-05,control,1,1,1,1,63.21,0,0,0
U101543,2026-04-02,2026-04,treatment,1,1,1,1,32.38,0,0,0
U101544,2026-06-26,2026-06,control,1,0,0,0,0.0,1,1,1
U101545,2026-05-06,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101546,2026-06-11,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101547,2026-05-14,2026-05,treatment,1,1,1,1,46.48,0,0,0
U101548,2026-02-07,2026-02,treatment,1,1,0,0,0.0,1,1,1
U101549,2026-05-24,2026-05,control,1,0,0,0,0.0,0,0,0
U101550,2026-06-25,2026-06,control,1,0,0,0,0.0,0,0,0
U101551,2026-05-20,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101552,2026-06-12,2026-06,treatment,1,1,0,0,0.0,0,0,0
U101553,2026-06-19,2026-06,control,1,1,0,0,0.0,0,0,0
U101554,2026-03-27,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101555,2026-03-24,2026-03,control,1,1,1,0,0.0,0,0,0
U101556,2026-05-21,2026-05,control,1,0,0,0,0.0,0,0,0
U101557,2026-04-26,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101558,2026-06-14,2026-06,control,1,1,1,0,0.0,0,0,0
U101559,2026-06-20,2026-06,treatment,1,1,1,0,0.0,1,1,1
U101560,2026-04-18,2026-04,control,1,1,1,0,0.0,1,1,1
U101561,2026-03-29,2026-03,control,1,0,0,0,0.0,0,0,0
U101562,2026-06-09,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101563,2026-04-05,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101564,2026-06-13,2026-06,control,1,0,0,0,0.0,0,0,0
U101565,2026-04-28,2026-04,control,1,0,0,0,0.0,0,0,0
U101566,2026-05-28,2026-05,control,1,0,0,0,0.0,0,0,0
U101567,2026-02-25,2026-02,control,1,0,0,0,0.0,0,0,0
U101568,2026-05-23,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101569,2026-05-01,2026-05,treatment,1,1,0,0,0.0,0,0,0
U101570,2026-05-18,2026-05,control,1,1,0,0,0.0,0,0,0
U101571,2026-03-15,2026-03,control,1,1,0,0,0.0,0,0,0
U101572,2026-06-04,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101573,2026-06-17,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101574,2026-03-25,2026-03,treatment,1,0,0,0,0.0,0,0,0
U101575,2026-02-25,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101576,2026-01-28,2026-01,control,1,0,0,0,0.0,0,0,0
U101577,2026-05-25,2026-05,control,1,0,0,0,0.0,1,1,1
U101578,2026-05-21,2026-05,treatment,1,1,1,1,31.4,1,1,1
U101579,2026-05-14,2026-05,treatment,1,1,1,1,37.99,0,0,0
U101580,2026-03-28,2026-03,control,1,0,0,0,0.0,0,0,0
U101581,2026-04-23,2026-04,control,1,1,0,0,0.0,1,1,1
U101582,2026-05-19,2026-05,control,1,0,0,0,0.0,0,0,0
U101583,2026-05-07,2026-05,treatment,1,1,0,0,0.0,0,0,0
U101584,2026-06-28,2026-06,control,1,1,1,0,0.0,0,0,0
U101585,2026-03-08,2026-03,control,1,1,1,1,24.22,0,0,0
U101586,2026-05-31,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101587,2026-04-25,2026-04,control,1,0,0,0,0.0,0,0,0
U101588,2026-04-28,2026-04,control,1,0,0,0,0.0,1,1,1
U101589,2026-06-02,2026-06,control,1,0,0,0,0.0,0,0,0
U101590,2026-05-30,2026-05,control,1,1,1,0,0.0,1,1,1
U101591,2026-06-29,2026-06,control,1,1,0,0,0.0,0,0,0
U101592,2026-03-06,2026-03,treatment,1,1,1,0,0.0,1,1,1
U101593,2026-02-28,2026-02,treatment,1,0,0,0,0.0,0,0,0
U101594,2026-06-03,2026-06,control,1,1,0,0,0.0,0,0,0
U101595,2026-05-17,2026-05,control,1,0,0,0,0.0,0,0,0
U101596,2026-04-05,2026-04,treatment,1,0,0,0,0.0,0,0,0
U101597,2026-02-20,2026-02,control,1,1,1,0,0.0,1,1,1
U101598,2026-02-22,2026-02,control,1,0,0,0,0.0,0,0,0
U101599,2026-06-20,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101600,2026-03-20,2026-03,control,1,0,0,0,0.0,1,1,1
U101601,2026-04-13,2026-04,control,1,1,0,0,0.0,0,0,0
U101602,2026-03-27,2026-03,control,1,1,0,0,0.0,0,0,0
U101603,2026-04-18,2026-04,control,1,0,0,0,0.0,0,0,0
U101604,2026-02-17,2026-02,control,1,1,1,0,0.0,0,0,0
U101605,2026-05-10,2026-05,control,1,1,0,0,0.0,0,0,0
U101606,2026-02-16,2026-02,control,1,1,0,0,0.0,0,0,0
U101607,2026-06-11,2026-06,treatment,1,1,1,1,26.98,0,0,0
U101608,2026-03-29,2026-03,control,1,1,1,1,57.39,0,0,0
U101609,2026-05-13,2026-05,control,1,1,0,0,0.0,1,1,1
U101610,2026-06-18,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101611,2026-05-26,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101612,2026-05-12,2026-05,control,1,0,0,0,0.0,0,0,0
U101613,2026-04-13,2026-04,control,1,0,0,0,0.0,0,0,0
U101614,2026-04-14,2026-04,control,1,0,0,0,0.0,0,0,0
U101615,2026-05-28,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101616,2026-06-29,2026-06,control,1,0,0,0,0.0,0,0,0
U101617,2026-05-27,2026-05,control,1,0,0,0,0.0,0,0,0
U101618,2026-05-15,2026-05,control,1,0,0,0,0.0,0,0,0
U101619,2026-06-03,2026-06,control,1,1,0,0,0.0,0,0,0
U101620,2026-05-03,2026-05,control,1,1,0,0,0.0,0,0,0
U101621,2026-02-14,2026-02,control,1,0,0,0,0.0,0,0,0
U101622,2026-05-15,2026-05,treatment,1,0,0,0,0.0,1,1,1
U101623,2026-06-26,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101624,2026-03-17,2026-03,control,1,0,0,0,0.0,1,1,1
U101625,2026-05-30,2026-05,control,1,0,0,0,0.0,0,0,0
U101626,2026-03-22,2026-03,control,1,1,1,1,114.75,1,1,1
U101627,2026-05-12,2026-05,control,1,0,0,0,0.0,0,0,0
U101628,2026-02-25,2026-02,treatment,1,1,1,0,0.0,0,0,0
U101629,2026-05-01,2026-05,treatment,1,1,1,0,0.0,0,0,0
U101630,2026-06-06,2026-06,control,1,0,0,0,0.0,0,0,0
U101631,2026-04-17,2026-04,control,1,0,0,0,0.0,1,1,1
U101632,2026-05-27,2026-05,control,1,0,0,0,0.0,0,0,0
U101633,2026-06-10,2026-06,treatment,1,0,0,0,0.0,1,1,1
U101634,2026-06-23,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101635,2026-03-29,2026-03,treatment,1,1,0,0,0.0,1,1,1
U101636,2026-04-24,2026-04,treatment,1,1,1,0,0.0,0,0,0
U101637,2026-03-12,2026-03,control,1,1,1,0,0.0,0,0,0
U101638,2026-06-29,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101639,2026-06-23,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101640,2026-05-13,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101641,2026-06-15,2026-06,control,1,0,0,0,0.0,0,0,0
U101642,2026-05-10,2026-05,treatment,1,0,0,0,0.0,0,0,0
U101643,2026-05-23,2026-05,treatment,1,1,0,0,0.0,0,0,0
U101644,2026-02-23,2026-02,treatment,1,0,0,0,0.0,1,1,1
U101645,2026-06-06,2026-06,treatment,1,1,1,1,68.6,1,1,1
U101646,2026-03-06,2026-03,treatment,1,1,1,0,0.0,0,0,0
U101647,2026-06-13,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101648,2026-06-09,2026-06,treatment,1,1,1,1,39.25,1,1,1
U101649,2026-06-01,2026-06,treatment,1,0,0,0,0.0,0,0,0
U101650,2026-02-04,2026-02,control,1,0,0,0,0.0,1,1,1
U101651,2026-04-10,2026-04,control,1,1,1,0,0.0,0,0,0
U101652,2026-04-03,2026-04,control,1,0,0,0,0.0,1,1,1
U101653,2026-04-19,2026-04,treatment,1,1,1,0,0.0,0,0,0
U101654,2026-02-23,2026-02,treatment,1,1,1,0,0.0,1,1,1
U101655,2026-06-24,2026-06,treatment,1,1,0,0,0.0,0,0,0
